UniqueIndex,u.r,DOI,Title,Authors,JnlYear,InfantGroup,ExperimentNo,PublicationStatus,NativeLanguage,TestLanguage,Lab,InfantType,minAge,meanAge,maxAge,PropFemales,Included,Excluded,Fussers,NonCriterion,Criterion,exclusionCriteria,MeanAgeMonths,MultipleAgeGroups,MultipleAgeGroupsYO,Words,WdMisAlignMajorStress,Linguistic,NumberSyllables,passages,EdgeAlign,EdgeAlignSimple,FamVoice,FamRegister,FamAffect,maxTrialDurFam,TestVoice,TestRegister,AgeGroupForIndex,Indexical,maxTrialDurTest,nbTrialsTest,Words2Passage,famCriterion,repeatedMeasures,Method,PredictedEffect,OtherNotes,LTFam,SD.LTFam,LTNov,SD.LTNov,correlationFamNov,exact.t,exact.F,p_val_reported,proportionFamPref,formula2use
3,Christina,10.1016/S0010-0285(02)00507-8,Lexical viability constraints on speech segmentation by infants,Johnson Jusczyk Cutler Norris,2003,2,2_non-viable,peer-reviewed,American English,native,Jusczyk,standard,351,365,380,0.625,32,4.5,0,1,3,crying parental interference not meeting criterion of listening at least 3s during test,12,0,0,{dull fill}{moss tan},0,embedded,1,"impossible containers for target words
",NA,NA,female,IDS,NA,16.46,same,IDS,NA,not.manipulated,15.92,12,NA,30,yes,HPP,nonsignificant,,NA,NA,NA,NA,,2.36,,0.04,0.75,tValue
3,Christina,10.1016/S0010-0285(02)00507-8,Lexical viability constraints on speech segmentation by infants,Johnson Jusczyk Cutler Norris,2003,3,3_impossible,peer-reviewed,American English,native,Jusczyk,standard,353,366,383,0.5,40,1.5,0,0.5,3,crying not meeting criterion of listening at least 3s during test,12,0,0,{lay rise}{low rest},0,embedded,1,That slow turtle claims to have beaten the speedy hare in a race. Mr. Matt Plo did not take the news of his defeat very well. The unexpected blow to his ego was a real shock to him. I put the star shaped sticker on the ceiling and watched it glow. The shy winner quailed at the huge flow of racing enthusiasts. The proud young robin puffed out its vivid scarlet breast and sang. Our uniforms were taken to the dry cleanerâ€™s to be cleaned and pressed. The little bird with the odd crest really drew our attention. We had dressed warmly for our weekend hiking trip in the mountains. Our guide had stressed the importance of bringing plenty of water. At harvest time we worked alongside the farmers that flay the wheat. I think we all felt that the first play we saw was simply riveting. Afterwards we made all sorts of silly creatures with the bright clay. Her hair would splay across her shoulders whenever she brushed it. A white sleigh carried the exuberant actors off of the stage. Some fresh hot fries would taste wonderful with a chocolate milkshake. I found a wonderful prize in my box of caramel popcorn. Sun dries our laundry as quickly as any machine can do it. Our most recent announcements were met with happy shouts and cries. Every parent tries to teach their children good eating habits.,0,0,female,IDS,NA,16.22,same,IDS,NA,not.manipulated,22.45,12,yes,30,yes,HPP,nonsignificant,estimated t<1 with t = 0.5,NA,NA,NA,NA,,0.5,,0.5,0.3,tValue
3,Christina,10.1016/S0010-0285(02)00507-8,Lexical viability constraints on speech segmentation by infants,Johnson Jusczyk Cutler Norris,2003,3,3_possible,peer-reviewed,American English,native,Jusczyk,standard,353,366,383,0.5,40,1.5,0,0.5,3,crying not meeting criterion of listening at least 3s during test,12,0,0,{lay rise}{low rest},0,embedded,1,My boss granted me the furlough I spent in the Great Lakes Region. In Buffalo there is a gigantic grocery store called Wegmanâ€™s. I say hello to the friendly stock boy every time I go there. Its often below zero degrees up there near Canada. The tall willow I like parking under shelters my car from the snow. The warm breeze caressed us as we neared the summit that afternoon. We progressed on schedule until we saw the wild billy goats. Our presence caused some unrest when the herd leader spotted us watching. The new bulb I put in our aquarium hood fluoresced brightly. Now I am saving my nickels and dimes to vacation in Bucharest. They should relay the message to our parents in the countryside. During the winter we go to our private chalet to relax. We were expecting the delay to put us a bit behind schedule. I will mislay the directions if I am not terribly careful. The skilled dentist carefully repaired the milkmanâ€™s gold inlay. A surprise awaited us once we reached the top of the steep hill. We had to be up by sunrise in order to hear the birds sing. Problems arise when I try to read a compass before breakfast. I was overwhelmed by the detailed map I had to memorize. They will authorize another hiking adventure next summer.,0,0,female,IDS,NA,16.22,same,IDS,NA,not.manipulated,22.33,12,yes,30,yes,HPP,significant,,NA,NA,NA,NA,,3.12,,0.009,0.9,tValue
3,Christina,10.1016/S0010-0285(02)00507-8,Lexical viability constraints on speech segmentation by infants,Johnson Jusczyk Cutler Norris,2003,4,4_impossible,peer-reviewed,American English,native,Jusczyk,standard,355,369,381,0.55,40,2.5,0,0.5,3,crying parental interference not meeting criterion of listening at least 3s during test,12,0,0,{well may}{win rye},0,embedded,1,We wonâ€™t welt in the sun because they made a lemonade stand. The folks who donated money for the swings have great wealth. They always bring their cute Welsh Terriers when they visit us. The construction workers must weld together the metal frame. A boy playing in the sand found the remains of a white whelk. The cold wind caused icicles to form along the rooftop edge. Every time we reached the top of the big green hill I would wince. The first team to reach the summit and get the puzzle assembled wins a prize. We dragged a heavy toolbox and winch through the obstacle course. Whoever lost would not cry and whinge much because it was fun. Our inherent right to travel in space is often denied. I envy the astronauts that ride to the big yellow moon. I have heard that it is made of cheese and somewhat rife with holes. If the entire place is made of food it must smell quite ripe. Their space shuttles will go over that rise in the distance. The old mate living on the ship never recycles his cans. The weekend maid told me that she was a bit surprised by this. It would make her wonder if the old man cared about the sea. Next time I get a chance I will have to send mail to her. She seems happiest when riding her horse with the tattered mane.,0,0,female,IDS,NA,15.94,same,IDS,NA,not.manipulated,20.03,12,yes,30,yes,HPP,nonsignificant,estimated t<1 with t = 0.5,NA,NA,NA,NA,,0.5,,0.5,0.45,tValue
3,Christina,10.1016/S0010-0285(02)00507-8,Lexical viability constraints on speech segmentation by infants,Johnson Jusczyk Cutler Norris,2003,4,4_possible,peer-reviewed,American English,native,Jusczyk,standard,355,369,381,0.55,40,2.5,0,0.5,3,crying parental interference not meeting criterion of listening at least 3s during test,12,0,0,{well may}{win rye},0,embedded,1,That welder is putting together our brand new monkey bars. A short Welsher fellow raised the money for the new playground. My teacher said he is quite wealthy but usually cheap. The mayorâ€™s attendance at the ground breaking will cause a great welter. My best friend will arrive early because she must welcome him. The last time we visited Windsor it was rather chilly out. Even though the weather was nippy we all avoided whingeing. A bald winsome fellow was jogging in shorts and a t-shirt. Travelling in the fall and winter is easiest for us. We watched the parade from that incredibly grand window. If you look towards the stage you can see the pilot rising now. He was such a great writer even before he learned to fly planes. I guess when a man practices so much his skills must ripen. In a small jet the unfortunate rider has little space. The bright rifle case he had was just a toy made out of plastic. The card mailer wrote to let us know it would rain cats and dogs. So the highly anticipated maiden voyage was postponed. The party we have planned will surely lead to shipyard mania. The crew chief encouraged making this celebration a big deal. The bird mated and raised its chicks in a nest below the bridge.,31.6666666667,0,female,IDS,NA,15.94,same,IDS,NA,not.manipulated,19.8,12,yes,30,yes,HPP,significant,,NA,NA,NA,NA,,4.48,,0.0009,0.75,tValue
255,Alex,10.1037/0096-1523.29.6.1143,Infants' long-term memory for the sound patterns of words and voices.,Houston Jusczyk ,2003,1,1,peer-reviewed,American English,native,Jusczyk,standard,216,233,249,0.5833333333,24,8,4,1,3,"failure to complete the full set of test trials due to
restlessness and/or crying (4) failure to look for an average of at least 3 s
to each stimulus type (2) ear infection (1) and equipment failure (1)

",7.5,0,0,{cup dog}{bike feet},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,NA,26.5,same,IDS,NA,match,19.7,16,yes,30,no,HPP,exploratory, has reliability info,9.73,3.68,8.1,3.67,,3.69,,0.009,0.8333333333,means&SD
255,Alex,10.1037/0096-1523.29.6.1143,Infants' long-term memory for the sound patterns of words and voices.,Houston Jusczyk ,2003,3,3_trainedTalker,peer-reviewed,American English,native,Jusczyk,standard,212,225,250,0.4375,32,0,0,0,0,,7.5,0,0,{cup dog}{bike feet},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,NA,26.5,different female,IDS,NA,voice,18.6,16,yes,30,yes,HPP,significant,,10.14,3.45,9.03,3.18,,,4.37,0.04,,means&SD
255,Alex,10.1037/0096-1523.29.6.1143,Infants' long-term memory for the sound patterns of words and voices.,Houston Jusczyk ,2003,3,3_newTalker,peer-reviewed,American English,native,Jusczyk,standard,212,225,250,0.4375,32,0,0,0,0,,7.5,0,0,{cup dog}{bike feet},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,NA,26.5,different female,IDS,NA,voice,18.6,16,yes,30,yes,HPP,exploratory,,8.17,2.82,6.97,2.64,,,5.16,0.03,,means&SD
255,Alex,10.1037/0096-1523.29.6.1143,Infants' long-term memory for the sound patterns of words and voices.,Houston Jusczyk ,2003,2_10.5,2_10.5,peer-reviewed,American English,native,Jusczyk,standard,313,324,343,0.5,24,9,7,1,3,"failure to complete the full set of test trials due to restlessness
and/or crying (4) failure to look for an average of at least 3 s to each
stimulus type (3) and experimenter error (2)

",10.5,1,2,{cup dog}{bike feet},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,NA,26.5,different female,IDS,o,voice,18.6,16,yes,30,no,HPP,significant,,7.11,3.25,7.11,3.1,,,,0.5,0.625,means&SD
255,Alex,10.1037/0096-1523.29.6.1143,Infants' long-term memory for the sound patterns of words and voices.,Houston Jusczyk ,2003,2_7.5,2_7.5,peer-reviewed,American English,native,Jusczyk,standard,218,230,246,0.4166666667,24,2,1,0,0,"crying experimenter error
",7.5,1,1,{cup dog}{bike feet},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,NA,26.5,different female,IDS,y,voice,18.6,16,yes,30,no,HPP,exploratory,,8.67,3.2,8.73,2.97,,,,0.5,0.5416666667,means&SD
1015,Alex,10.1111/1467-7687.00261,German-learning infants’ ability to detect unstressed closed-class elements in continuous speech,Hoehle Weissenborn,2003,1,1,peer-reviewed,German,native,Hoehle,standard,226.94,244.36,273.36,0.535714285714286,28,11,9,1,3,"the experiment could not be finished (9 children), technical problems (1 child) or orientation times less than 3 sec- onds on average to one of the text passages (1 child)",8,1,2,bis von das sein,1,match,1,NA,NA,NA,female,IDS,NA,NA,female,NA,NA,not.manipulated,20.5,16,yes,30,no,HPP,significant,the target words are unstressed function words,8.345,2.38,7.397,1.926,,2.77,,0.011,0.75,means&SD
1015,Alex,10.1111/1467-7687.00261,German-learning infants’ ability to detect unstressed closed-class elements in continuous speech,Hoehle Weissenborn,2003,2,2,peer-reviewed,German,native,Hoehle,standard,185.52,194.52,208.52,0.464285714285714,28,3,2,1,3,Two of them did not finish the experiment. One child was excluded from the data analysis because of too short average listening times.,6,1,1,bis von das sein,1,match,1,NA,NA,NA,female,IDS,NA,NA,female,NA,NA,not.manipulated,20.5,16,yes,30,no,HPP,nonsignificant,the target words are unstressed function words,8.764,2.462,8.617,2.501,,0.42,,0.67,0.571428571428571,means&SD
809,Alex,http://hincapie.psych.purdue.edu/Jusczyk/pdf/Develop.pdf,The development of speech segmentation abilities,Newman Tsay Jusczyk ,2003,1,1,unpublished,American English,nonnative,Jusczyk,standard,210,234.234,249.444,0.2727272727,11,1,0,0,0,exp error,7.5,0,0,"{tou[LH] ""head"" bei[H] ""cup""} {dan[HL] ""egg"" tian[H] ""sky day""}


",0,match,1,"Target word: tou ""head""
Meige ren de tou dou bu yiyang. ""Everybody's head is different.""
Tou keyi cangzai maozi dixia. ""A head can be hidden inside a hat.""
Wo de hao pengyou shi Da-tou. ""My best friend is Big Head.""
Shizi de tou hen qiguai. ""The head of a lion is very weird.""
Tou buyao shenchu che wai. ""Don't stick your head outside of the car.""
Linju de nanhai jiao Xiao-tou. ""The neighbor's boy is called Small Head.""
Target word: dan ""egg""
Dan fangzai bingxiang li. ""Eggs are put in the refrigerator.""
Wo mai da dan-gao gei ni. ""I bought a big cake (lit. egg-cake) for you.""
Muji xiale haoduo dan. ""The hen laid many eggs.""
Youxie ren bu ai chi dan. ""Some people don't like eating eggs.""
Xiaohua ba dan dapole. ""Xiaohua broke the eggs.""
Dan gundao zhuo-zi dixia qu le. ""Eggs rolled down under the table.""
Target word: tian ""sky day""
Tian shang you ji duo baiyun. ""There are some clouds in the sky.""
Ta tangzai dishang kan lan-tian. ""He is lying on the ground looking at the sky.""
Women xingqi- tian qu kao rou. ""We had a barbecue on Sunday (lit. week-day).""
Tian kong feichang de yin'an. ""The sky is very dark.""
Dajia dou xihuan qing tian. ""Everybody likes clear days.""
Xiayu tian bu neng qu dongwu yuan. ""One can't go to the zoo in raining days.""
Target word: bei ""cup""
Milaoshu zai zhao cha-bei. ""Mickey Mouse is looking for a teacup.""
Zhe ge xiao bei-zi hen piaoliang. ""This little cup is very pretty.""
Bei-zi li you guozhi. ""There is juice in the cup.""
Bei di zuozhe yi zhi qingwa. ""There is a frog sitting in the bottom of the cup.""
Ta ba yi da bei niunai heguangle. ""He drank up a big cup of milk.""
Wo song ni yi ge boli bei. ""I'll give you a glass cup.""

",NA,NA,female,IDS,NA,26.3,same,IDS,NA,not.manipulated,17.4,16,yes,30,no,HPP,significant,,5.9,3.09,6,2.39,,-0.16,,0.5,0,means&SD
431,Alex,http://www1.psych.purdue.edu/~ghollich/Jusczyk/pdf/Detect.pdf,Detection of Words in Fluent Chinese by English-acquiring and Chinese-acquiring Infants,Tsay Jusczyk ,2003,1,1,unpublished,American English,nonnative,Jusczyk,standard,213,237,289,0.5833333333,24,3,3,0,0,restless,7.5,0,0,"{tou[LH] ""head"" bei[H] ""cup""} {dan[HL] ""egg"" tian[H] ""sky day""}


",0,match,1,"Target word: tou ""head""
Meige ren de tou dou bu yiyang. ""Everybody's head is different.""
Tou keyi cangzai maozi dixia. ""A head can be hidden inside a hat.""
Wo de hao pengyou shi Da-tou. ""My best friend is Big Head.""
Shizi de tou hen qiguai. ""The head of a lion is very weird.""
Tou buyao shenchu che wai. ""Don't stick your head outside of the car.""
Linju de nanhai jiao Xiao-tou. ""The neighbor's boy is called Small Head.""
Target word: dan ""egg""
Dan fangzai bingxiang li. ""Eggs are put in the refrigerator.""
Wo mai da dan-gao gei ni. ""I bought a big cake (lit. egg-cake) for you.""
Muji xiale haoduo dan. ""The hen laid many eggs.""
Youxie ren bu ai chi dan. ""Some people don't like eating eggs.""
Xiaohua ba dan dapole. ""Xiaohua broke the eggs.""
Dan gundao zhuo-zi dixia qu le. ""Eggs rolled down under the table.""
Target word: tian ""sky day""
Tian shang you ji duo baiyun. ""There are some clouds in the sky.""
Ta tangzai dishang kan lan-tian. ""He is lying on the ground looking at the sky.""
Women xingqi- tian qu kao rou. ""We had a barbecue on Sunday (lit. week-day).""
Tian kong feichang de yin'an. ""The sky is very dark.""
Dajia dou xihuan qing tian. ""Everybody likes clear days.""
Xiayu tian bu neng qu dongwu yuan. ""One can't go to the zoo in raining days.""
Target word: bei ""cup""
Milaoshu zai zhao cha-bei. ""Mickey Mouse is looking for a teacup.""
Zhe ge xiao bei-zi hen piaoliang. ""This little cup is very pretty.""
Bei-zi li you guozhi. ""There is juice in the cup.""
Bei di zuozhe yi zhi qingwa. ""There is a frog sitting in the bottom of the cup.""
Ta ba yi da bei niunai heguangle. ""He drank up a big cup of milk.""
Wo song ni yi ge boli bei. ""I'll give you a glass cup.""

",NA,NA,female,IDS,NA,26.3,same,IDS,NA,not.manipulated,17.4,16,yes,30,no,HPP,exploratory,,7.32,2.39,7.43,1.93,,-0.29,,0.08,,means&SD
431,Alex,http://www1.psych.purdue.edu/~ghollich/Jusczyk/pdf/Detect.pdf,Detection of Words in Fluent Chinese by English-acquiring and Chinese-acquiring Infants,Tsay Jusczyk ,2003,2,2,unpublished,Mandarin,native,Jusczyk,standard,NA,228.15,NA,NA,4,NA,NA,NA,NA,NA,7.5,0,0,"{tou[LH] ""head"" bei[H] ""cup""} {dan[HL] ""egg"" tian[H] ""sky day""}


",0,match,1,"Target word: tou ""head""
Meige ren de tou dou bu yiyang. ""Everybody's head is different.""
Tou keyi cangzai maozi dixia. ""A head can be hidden inside a hat.""
Wo de hao pengyou shi Da-tou. ""My best friend is Big Head.""
Shizi de tou hen qiguai. ""The head of a lion is very weird.""
Tou buyao shenchu che wai. ""Don't stick your head outside of the car.""
Linju de nanhai jiao Xiao-tou. ""The neighbor's boy is called Small Head.""
Target word: dan ""egg""
Dan fangzai bingxiang li. ""Eggs are put in the refrigerator.""
Wo mai da dan-gao gei ni. ""I bought a big cake (lit. egg-cake) for you.""
Muji xiale haoduo dan. ""The hen laid many eggs.""
Youxie ren bu ai chi dan. ""Some people don't like eating eggs.""
Xiaohua ba dan dapole. ""Xiaohua broke the eggs.""
Dan gundao zhuo-zi dixia qu le. ""Eggs rolled down under the table.""
Target word: tian ""sky day""
Tian shang you ji duo baiyun. ""There are some clouds in the sky.""
Ta tangzai dishang kan lan-tian. ""He is lying on the ground looking at the sky.""
Women xingqi- tian qu kao rou. ""We had a barbecue on Sunday (lit. week-day).""
Tian kong feichang de yin'an. ""The sky is very dark.""
Dajia dou xihuan qing tian. ""Everybody likes clear days.""
Xiayu tian bu neng qu dongwu yuan. ""One can't go to the zoo in raining days.""
Target word: bei ""cup""
Milaoshu zai zhao cha-bei. ""Mickey Mouse is looking for a teacup.""
Zhe ge xiao bei-zi hen piaoliang. ""This little cup is very pretty.""
Bei-zi li you guozhi. ""There is juice in the cup.""
Bei di zuozhe yi zhi qingwa. ""There is a frog sitting in the bottom of the cup.""
Ta ba yi da bei niunai heguangle. ""He drank up a big cup of milk.""
Wo song ni yi ge boli bei. ""I'll give you a glass cup.""

",NA,0.666666666666667,female,IDS,NA,26.3,same,IDS,NA,not.manipulated,17.4,16,yes,30,no,HPP,exploratory,,8.21,3.27,9.15,3.07,,-7.27,,0.009,0,means&SD
1,Christina,10.1016/j.cognition.2004.06.001,Listen to your mother! The role of talker familiarity in infant streaming,Barker Newman,2004,1_mother,1_mother,peer-reviewed,American English,native,Jusczyk,standard,199.8594,226.3248,255.2238,0.4464285714,28,15.5,10,1.5,1.5,crying/fussinss ear infection sleeping caregiver intereference experimenter/apparatus error failing to met criterion of 1.5 s,7.5,0,0,{cup dog}{bike feet},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,mother,IDS,NA,NA,same,IDS,NA,not.manipulated,15.698,16,yes,30,no,HPP,significant,,5.68,2.09,4.91,2.26,0.75,2.67,,0.009,0.6428571429,means&SD
1,Christina,10.1016/j.cognition.2004.06.001,Listen to your mother! The role of talker familiarity in infant streaming,Barker Newman,2004,1_stranger,1_stranger,peer-reviewed,American English,native,Jusczyk,standard,199.8594,226.629,255.2238,0.4464285714,28,15.5,10,1.5,1.5,crying/fussinss ear infection sleeping caregiver intereference experimenter/apparatus error failing to met criterion of 1.5 s,7.5,0,0,{cup dog}{bike feet},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,NA,NA,same,IDS,NA,not.manipulated,15.698,16,yes,30,no,HPP,exploratory,,5.59,2.37,5.78,2.12,0.77,-0.63,,0.5,0.3571428571,means&SD
589,Christina,10.1016/j.jml.2004.04.004,Preference and processing: The role of speech affect in early spoken word recognition,Singh Morgan White,2004,1_happyTest,1_neutral_to_happy,peer-reviewed,American English,native,Singh,standard,221,238,252,0.575,20,7.5,1,0,2,crying and disconnected cable,7.5,1,1,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,neutral,20,female,between infants half IDS half neutral,y,affect,NA,16,yes,30,yes,HPP,exploratory,within participants: split mixed design,7.349,2.588,7.452,2.29,,,word type: F(276)=7.49; test passage affect: F(1 38)=5.83,,0.45,means&SD
589,Christina,10.1016/j.jml.2004.04.004,Preference and processing: The role of speech affect in early spoken word recognition,Singh Morgan White,2004,1_happyTest,1_happy_to_happy,peer-reviewed,American English,native,Singh,standard,221,238,252,0.575,20,7.5,1,0,2,crying and disconnected cable,7.5,1,1,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,happy,20,female,between infants half IDS half neutral,y,match,NA,16,yes,30,yes,HPP,exploratory,within participants: split mixed design,10.231,5.761,7.452,2.29,,,word type: F(276)=7.49; test passage affect: F(1 38)=5.83,,0.65,means&SD
589,Christina,10.1016/j.jml.2004.04.004,Preference and processing: The role of speech affect in early spoken word recognition,Singh Morgan White,2004,1_neutralTest,1_neutral_to_neutral,peer-reviewed,American English,native,Singh,standard,221,238,252,0.575,20,7.5,1,0,2,crying and disconnected cable,7.5,1,1,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,neutral,20,female,between infants half IDS half neutral,y,match,NA,16,yes,30,yes,HPP,exploratory,within participants: split mixed design,5.541,2.703,6.71,1.907,,,word type: F(276)=7.49; test passage affect: F(1 38)=5.83,,0.35,means&SD
589,Christina,10.1016/j.jml.2004.04.004,Preference and processing: The role of speech affect in early spoken word recognition,Singh Morgan White,2004,1_neutralTest,1_happy_to_neutral,peer-reviewed,American English,native,Singh,standard,221,238,252,0.575,20,7.5,1,0,2,crying and disconnected cable,7.5,1,1,{bike hat}{tree pear},0,match,1,His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.,63.3333333333,0.333333333333333,female,IDS,happy,20,female,between infants half IDS half neutral,y,affect,NA,16,yes,30,yes,HPP,exploratory,within participants: split mixed design,7.276,2.985,6.71,1.907,,,word type: F(276)=7.49; test passage affect: F(1 38)=5.83,,0.5,means&SD
